Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
16 February 2024, 1.0768, 161.88, 1.9558, 25.460, 7.4546, 0.85605, 389.13, 4.3400, 4.9771, 11.2655, 0.9491, 149.10, 11.3555, 33.1951, 1.6517, 5.3551, 1.4518, 7.7461, 8.4236, 16837.38, 3.8864, 89.3815, 1435.09, 18.3536, 5.1476, 1.7648, 60.258, 1.4500, 38.829, 20.3375, 
